away_hitters,away_AB,away_R,away_H,away_RBI,away_HR,away_BB,away_K,away_AVG,away_OBP,away_SLG,home_hitters,home_AB,home_R,home_H,home_RBI,home_HR,home_BB,home_K,home_AVG,home_OBP,home_SLG
M. Garcia2B,2,0,1,0,0,3,1,.277,.351,.431,A. Ibanez3B,2,1,1,1,1,0,1,.171,.256,.371
M. MasseyDH,4,0,1,1,0,1,2,.208,.237,.250,aT. SweeneyPH-SS,2,1,2,1,0,0,0,.228,.290,.351
H. RenfroeRF,3,0,1,0,0,0,0,.130,.231,.152,S. Torkelson1B,3,1,1,2,0,1,1,.288,.386,.630
aC. BiggioPH-RF,1,0,0,0,0,1,1,.200,.333,.200,K. CarpenterLF,4,0,1,0,0,0,2,.292,.319,.569
D. WatersLF,5,0,1,0,0,0,2,.174,.174,.217,J. BaezSS-3B,4,0,0,0,0,0,2,.265,.308,.327
K. IsbelCF,4,0,0,0,0,0,1,.231,.245,.365,T. NidoC,4,0,3,1,0,0,1,.444,.444,.444
team,37,3,10,3,0,6,9,,,,Z. McKinstryRF,4,0,1,0,0,0,1,.254,.375,.390
,,,,,,,,,,,team,35,7,12,6,1,3,11,,,
X. EdwardsSS,4,0,1,0,0,0,0,.329,.416,.368,B. Stott2B,4,0,1,1,0,0,1,.270,.338,.397
J. SánchezCF,4,0,0,0,0,0,2,.214,.267,.214,T. TurnerSS,3,1,0,0,0,1,0,.217,.308,.304
K. StowersRF,4,1,1,0,0,0,2,.288,.377,.409,B. Harper1B,3,1,1,2,1,1,1,.264,.404,.500
E. Wagaman1B,3,1,1,2,1,1,2,.260,.339,.440,K. SchwarberDH,3,1,1,1,1,1,0,.286,.438,.629
M. MervisDH,4,0,0,0,0,0,3,.239,.294,.630,N. CastellanosRF,3,0,2,0,0,0,1,.319,.372,.528
C. Norby3B,4,0,1,0,0,0,2,.222,.222,.222,K. ClemensPR-LF,1,0,0,0,0,0,0,.000,.167,.000
G. ConineLF,4,0,0,0,0,0,3,.279,.353,.426,M. KeplerLF-RF,3,1,0,0,0,1,2,.217,.309,.333
O. Lopez2B,3,0,1,0,0,0,1,.243,.329,.400,J.T. RealmutoC,4,1,1,0,0,0,1,.217,.309,.317
L. HicksC,2,0,0,0,0,1,1,.179,.283,.231,A. Bohm3B,4,1,1,1,0,0,0,.177,.188,.228
team,32,2,5,2,1,2,16,,,,J. RojasCF,4,1,2,1,0,0,0,.292,.370,.333
,,,,,,,,,,,team,32,7,9,6,2,4,6,,,
M. McLain2B,4,2,1,3,1,1,1,.205,.340,.538,A. RutschmanDH,3,0,0,0,0,1,2,.203,.295,.362
S. EspinalRF,3,1,2,0,0,2,0,.277,.346,.340,G. HendersonSS,4,0,0,0,0,0,2,.220,.235,.380
E. De La CruzSS,5,1,1,3,1,0,3,.241,.302,.430,T. O'NeillRF,4,0,0,0,0,0,3,.245,.317,.453
A. HaysLF,4,0,2,0,0,1,1,.353,.389,.706,R. Mountcastle1B,4,0,0,0,0,0,2,.242,.277,.339
S. SteerDH,4,0,0,0,0,1,4,.111,.186,.204,C. MullinsCF,4,1,1,1,1,0,1,.288,.432,.627
J. Candelario1B,5,1,1,1,1,0,1,.123,.216,.231,J. Westburg3B,3,0,0,0,0,0,0,.175,.246,.317
N. Marte3B,5,0,0,0,0,0,1,.083,.154,.083,G. SanchezC,3,1,1,0,0,0,2,.136,.200,.136
J. TrevinoC,4,2,3,0,0,1,0,.333,.395,.513,H. KjerstadLF,3,1,2,2,1,0,1,.261,.286,.500
B. DunnCF,3,1,1,0,0,1,0,.161,.366,.290,J. Mateo2B,3,0,0,0,0,0,2,.059,.059,.118
team,37,8,11,7,3,7,11,,,,team,31,3,4,3,2,1,15,,,
B. RiceDH,4,0,0,0,0,0,2,.297,.392,.609,Y. DiazDH,3,0,0,0,0,1,1,.207,.250,.354
A. JudgeRF,3,0,0,0,0,1,0,.384,.500,.740,J. Caminero3B,4,0,1,0,0,0,2,.286,.320,.529
C. BellingerLF,3,0,0,0,0,1,0,.177,.239,.274,C. Mead2B,2,0,0,0,0,1,1,.154,.267,.192
P. Goldschmidt1B,4,1,3,0,0,0,1,.373,.415,.480,aB. LowePH,1,0,0,0,0,0,1,.235,.264,.368
J. Chisholm Jr.2B,4,0,0,0,0,0,2,.160,.259,.427,C. MorelLF,4,0,0,0,0,0,3,.259,.328,.362
J.C. EscarraC,2,0,0,0,0,2,1,.167,.318,.278,D. JansenC,2,0,0,0,0,1,2,.133,.264,.222
A. VolpeSS,4,0,0,0,0,0,3,.197,.301,.423,bK. MisnerPH,1,0,0,0,0,0,0,.391,.434,.717
T. GrishamCF,3,0,1,1,0,0,0,.310,.383,.619,J. Aranda1B,2,0,1,0,0,1,1,.382,.453,.691
O. Cabrera3B,3,0,1,0,0,0,1,.310,.370,.381,J. CaballeroRF,3,0,1,0,0,0,2,.294,.400,.500
team,30,1,5,1,0,4,10,,,,J. MangumCF,3,0,0,0,0,0,1,.328,.361,.379
,,,,,,,,,,,T. WallsSS,3,0,0,0,0,0,1,.167,.270,.167
,,,,,,,,,,,team,28,0,3,0,0,4,15,,,
J. RodriguezCF,3,0,0,0,0,0,0,.179,.304,.359,B. BichetteSS,4,1,1,0,0,0,0,.302,.344,.395
J. PolancoDH,4,0,1,0,0,0,0,.367,.373,.592,V. Guerrero Jr.1B,3,0,0,0,0,1,0,.280,.368,.373
C. RaleighC,4,0,1,0,0,0,2,.231,.318,.577,A. SantanderDH,3,0,1,1,0,0,1,.221,.299,.351
R. ArozarenaLF,3,0,0,0,0,0,1,.203,.375,.464,A. Gimenez2B,4,0,0,0,0,0,0,.192,.286,.356
L. RaleyRF,2,0,1,0,0,0,1,.176,.288,.333,G. SpringerCF-RF,4,2,2,0,0,0,1,.385,.441,.615
aD. MoorePH-RF,1,0,0,0,0,1,1,.326,.392,.609,A. BargerRF,4,0,0,0,0,0,0,.000,.000,.000
R. Tellez1B,1,1,1,1,1,1,0,.135,.195,.324,M. StrawCF,0,0,0,0,0,0,0,.355,.412,.516
bD. SolanoPH-1B,1,0,0,0,0,0,0,.074,.071,.074,A. KirkC,2,0,1,1,0,1,0,.250,.283,.339
M. Mastrobuoni2B,2,0,1,0,0,0,1,.308,.419,.308,W. Wagner3B,3,0,2,0,0,0,1,.217,.308,.261
cL. RivasPH-2B,1,0,0,0,0,0,0,.111,.333,.111,E. Clement3B,0,0,0,0,0,0,0,.186,.250,.233
B. Williamson3B,3,0,0,0,0,0,0,.214,.214,.214,A. RodenLF,2,0,0,1,0,0,1,.255,.333,.373
J.P. CrawfordSS,3,0,0,0,0,0,1,.211,.375,.246,team,29,3,7,3,0,2,4,,,
team,28,1,5,1,1,2,7,,,,,,,,,,,,,,
C. MeidrothSS,4,0,0,0,0,0,1,.190,.346,.190,J. DuranLF,5,0,1,0,0,0,0,.233,.295,.337
A. BenintendiLF,3,2,1,1,1,1,0,.278,.333,.528,R. DeversDH,4,2,1,0,0,1,1,.228,.340,.354
L. Sosa3B,4,0,1,0,0,0,0,.279,.313,.377,A. Bregman3B,3,2,0,0,0,2,0,.309,.367,.543
J. PalaciosRF,4,0,0,1,0,0,1,.133,.188,.133,T. StorySS,4,3,3,6,2,0,0,.321,.345,.531
A. Vaughn1B,4,1,1,0,0,0,2,.145,.192,.261,R. Gonzalez1B,4,0,0,0,0,0,2,.346,.414,.500
N. MatonDH,2,0,1,0,0,0,0,.158,.289,.342,R. RefsnyderRF,4,0,3,1,0,0,1,.350,.381,.450
aM. VargasPH-DH,2,0,0,0,0,0,0,.145,.234,.203,K. Campbell2B,3,0,0,0,0,1,1,.288,.385,.485
M. ThaissC,2,0,0,0,0,0,1,.226,.390,.290,C. NarvaezC,4,2,2,1,1,0,1,.208,.269,.354
bE. QueroPH-C,2,0,1,0,0,0,0,.200,.333,.400,C. RafaelaCF,4,1,1,2,1,0,0,.213,.273,.295
B. Baldwin2B,4,0,1,1,0,0,0,.245,.255,.377,team,35,10,11,10,4,4,6,,,
M. TaylorCF,4,0,0,0,0,0,1,.167,.222,.310,,,,,,,,,,,
team,35,3,6,3,1,1,6,,,,,,,,,,,,,,
V. Scott IILF,4,0,0,0,0,0,1,.250,.319,.359,F. LindorSS,5,1,1,1,1,0,0,.263,.322,.395
L. BakerDH,3,0,0,0,0,0,2,.250,.323,.321,J. SotoRF,3,0,1,1,0,1,0,.225,.368,.408
aL. NootbaarPH-DH,1,0,0,0,0,0,0,.264,.398,.431,P. Alonso1B,2,0,1,0,0,2,0,.348,.465,.710
W. Contreras1B,4,1,1,0,0,0,3,.145,.198,.237,J. WinkerDH,3,0,0,0,0,0,0,.184,.238,.368
N. Arenado3B,4,0,2,1,0,0,0,.296,.390,.465,aS. MartePH-DH,1,0,0,0,0,0,0,.176,.275,.324
B. Donovan2B,4,3,2,1,1,0,0,.380,.412,.570,M. Vientos3B,4,1,2,1,1,0,0,.171,.266,.314
J. WalkerRF,4,0,1,1,0,0,2,.239,.299,.338,L. AcunaPR-2B,0,0,0,0,0,0,0,.263,.349,.342
T. SaggeseSS,4,0,1,0,0,0,3,.423,.407,.577,B. NimmoLF,4,1,1,0,0,0,0,.197,.253,.395
P. PagesC,4,0,1,1,0,0,2,.250,.265,.396,L. TorrensC,4,0,1,1,0,0,1,.255,.286,.447
M. SianiCF,3,0,0,0,0,0,2,.200,.250,.200,B. Baty2B-3B,3,1,1,0,0,1,1,.217,.234,.326
team,35,4,8,4,1,0,15,,,,T. TaylorCF,4,1,1,1,0,0,0,.180,.212,.260
,,,,,,,,,,,team,33,5,9,5,2,4,2,,,
E. Julien2B,3,0,0,1,0,0,1,.236,.283,.364,A. VerdugoLF,5,0,0,0,0,0,1,.000,.000,.000
B. BuxtonCF,4,0,0,0,0,0,1,.203,.247,.377,A. Riley3B,4,0,0,0,0,0,2,.269,.305,.513
T. France1B,3,0,0,0,0,1,1,.254,.321,.380,M. OzunaDH,3,1,0,0,0,1,1,.288,.464,.500
T. LarnachLF,4,1,1,1,1,0,1,.185,.299,.246,M. Olson1B,3,1,1,0,0,1,1,.209,.346,.343
H. BaderLF,0,0,0,0,0,0,0,.280,.321,.480,O. Albies2B,3,1,2,1,0,1,0,.257,.329,.459
C. CorreaSS,3,1,2,0,0,1,0,.188,.257,.281,S. MurphyC,3,0,1,0,0,1,1,.219,.342,.594
R. JeffersC,4,1,1,1,0,0,0,.244,.320,.333,E. WhitePR-RF,0,1,0,0,0,0,0,.235,.350,.294
B. Lee3B,3,0,0,0,0,1,0,.143,.250,.357,O. ArciaSS,0,0,0,0,0,0,0,.222,.250,.259
L. KeaschallDH,4,1,2,1,0,0,0,.500,.500,.750,M. Harris IICF,4,1,2,2,0,0,0,.197,.224,.310
D. Keirsey Jr.RF,4,0,0,0,0,0,0,.111,.111,.111,N. AllenSS,3,0,0,0,0,0,2,.282,.317,.333
team,32,4,6,4,1,3,4,,,,bD. BaldwinPH-C,1,0,1,2,0,0,0,.237,.310,.368
,,,,,,,,,,,J. KelenicRF,2,1,1,1,1,0,0,.163,.250,.326
,,,,,,,,,,,aS. FairchildPH-RF,2,0,0,0,0,0,1,.056,.056,.167
,,,,,,,,,,,team,33,6,8,6,1,4,9,,,
T. Edman2B,4,2,3,1,1,0,1,.288,.326,.600,M. Semien2B,4,0,1,0,0,0,2,.141,.205,.197
M. BettsSS,3,0,0,0,0,1,1,.254,.367,.463,C. SeagerSS,4,0,2,0,0,0,1,.318,.375,.530
F. Freeman1B,3,0,0,0,0,1,1,.303,.395,.667,J. PedersonDH,3,0,0,0,0,0,0,.057,.153,.075
C. TaylorPR-LF,0,1,0,0,0,0,0,.250,.250,.250,aK. PillarPH,1,0,0,0,0,0,0,.318,.318,.409
T. HernándezRF,4,0,1,1,0,0,1,.264,.289,.514,A. GarcíaRF,4,0,1,0,0,0,1,.227,.307,.439
M. ConfortoLF,3,0,0,0,0,1,1,.200,.351,.367,J. Jung3B,4,0,1,0,0,0,2,.326,.326,.535
T. ScottP,0,0,0,0,0,0,0,.000,.000,.000,D. HarrisLF,3,0,2,0,0,0,1,.400,.400,.733
W. SmithC,3,0,0,1,0,0,2,.346,.446,.519,J. Burger1B,3,0,0,0,0,0,3,.190,.227,.317
M. Muncy3B,4,0,1,0,0,0,0,.197,.306,.262,J. HeimC,3,0,0,0,0,0,2,.239,.271,.457
E. RosarioDH,2,0,0,0,0,0,0,.000,.000,.000,L. TaverasCF,3,0,0,0,0,0,0,.211,.224,.263
aE. HernándezPH-DH-1B,1,0,0,0,0,0,0,.122,.185,.367,team,32,0,7,0,0,0,12,,,
A. PagesCF,3,0,0,0,0,0,1,.167,.286,.283,,,,,,,,,,,
team,30,3,5,3,1,3,8,,,,,,,,,,,,,,
L. ButlerRF,4,1,1,0,0,1,2,.293,.391,.440,B. Turang2B,3,3,1,0,0,0,1,.313,.349,.438
B. RookerDH,4,0,2,1,0,1,1,.244,.293,.465,J. ChourioLF,3,1,1,1,0,1,0,.264,.278,.540
T. Soderstrom1B,4,0,2,1,0,0,0,.325,.384,.701,C. YelichDH,3,0,2,3,0,1,0,.194,.299,.388
S. LangeliersC,5,0,0,0,0,0,0,.219,.315,.453,W. ContrerasC,4,0,1,1,0,0,1,.235,.338,.397
J. BledayCF,3,1,0,0,0,1,1,.217,.321,.348,S. FrelickRF,3,0,1,0,0,1,0,.319,.413,.464
J. WilsonSS,4,0,1,0,0,0,0,.333,.333,.493,J. Bauers1B,2,0,0,0,0,0,2,.167,.318,.389
M. AndujarLF,4,0,3,0,0,0,0,.300,.348,.367,aR. HoskinsPH-1B,2,0,0,0,0,0,0,.245,.349,.377
G. Urshela3B,4,0,0,1,0,0,1,.180,.226,.300,J. OrtizSS,4,0,0,0,0,0,1,.191,.286,.206
M. Muncy2B,3,1,1,0,0,1,1,.172,.209,.281,G. MitchellCF,4,0,0,0,0,0,3,.216,.293,.314
team,35,3,10,3,0,4,6,,,,C. Durbin3B,4,1,2,0,0,0,0,.500,.500,.500
,,,,,,,,,,,team,32,5,8,5,0,3,8,,,
F. Tatis Jr.RF,4,1,1,0,0,1,0,.342,.424,.603,J. AltuveLF,4,0,2,0,0,0,0,.321,.349,.449
L. Arraez1B,5,1,3,2,1,0,0,.294,.322,.435,I. Paredes3B,4,0,0,0,0,0,0,.222,.333,.361
M. Machado3B,4,0,0,0,0,0,1,.307,.373,.493,Y. AlvarezDH,4,0,0,0,0,0,1,.210,.316,.339
X. BogaertsSS,4,1,1,0,0,0,0,.257,.354,.357,C. Walker1B,4,1,1,0,0,0,0,.159,.266,.232
G. SheetsDH,4,1,2,0,0,0,1,.327,.382,.510,J. PenaSS,3,1,1,0,0,1,0,.221,.308,.382
O. GonzalezLF,4,0,2,1,0,0,0,.333,.333,.333,Y. DiazC,4,1,2,1,0,0,0,.155,.197,.241
J. Iglesias2B,4,0,2,0,0,0,2,.325,.372,.400,B. Rodgers2B,4,0,1,0,0,0,2,.225,.311,.275
T. WadeCF,4,0,1,1,0,0,2,.400,.500,.400,J. MeyersCF,4,1,3,1,0,0,0,.308,.362,.365
M. MaldonadoC,3,0,0,0,0,0,0,.226,.250,.323,C. SmithRF,4,2,2,4,2,0,1,.224,.296,.449
aC. JoePH,1,0,0,0,0,0,1,.000,.000,.000,C. McCormickRF,0,0,0,0,0,0,0,.200,.368,.200
team,37,4,12,4,1,1,7,,,,team,35,6,12,6,2,1,4,,,
H. RamosLF,4,0,1,0,0,0,1,.226,.270,.405,T. WardLF,4,0,0,0,0,0,2,.225,.259,.450
W. AdamesSS,4,0,0,0,0,0,2,.185,.256,.272,L. Rengifo3B,4,0,0,0,0,0,0,.229,.267,.343
J. LeeCF,3,0,2,0,0,1,0,.361,.420,.653,M. TroutDH,3,0,0,0,0,0,3,.171,.268,.443
M. Chapman3B,2,0,0,0,0,2,2,.232,.391,.406,J. SolerRF,3,0,0,0,0,0,2,.265,.333,.485
W. FloresDH,4,0,0,0,0,0,1,.225,.267,.479,L. O'HoppeC,3,0,0,0,0,0,3,.286,.298,.571
M. YastrzemskiRF,4,0,0,0,0,0,1,.281,.414,.526,N. Schanuel1B,3,1,1,0,0,0,1,.282,.346,.451
P. BaileyC,4,0,0,0,0,0,0,.170,.241,.283,Z. NetoSS,3,1,1,1,0,0,0,.333,.333,.667
T. Fitzgerald2B,3,0,1,0,0,0,1,.310,.344,.517,K. Paris2B,3,0,0,0,0,0,1,.306,.404,.673
L. Wade Jr.1B,3,0,0,0,0,0,0,.096,.213,.250,J. AdellCF,3,0,3,0,0,0,0,.235,.291,.392
team,31,0,4,0,0,3,8,,,,team,29,2,5,1,0,0,12,,,
X. EdwardsSS,6,0,1,0,0,0,0,.317,.400,.354,B. Stott2B,5,2,3,3,0,1,1,.294,.364,.426
J. SánchezCF-RF,4,1,1,0,0,1,0,.222,.300,.278,T. TurnerSS,5,2,4,2,0,0,0,.257,.337,.351
E. WagamanDH,5,1,2,0,0,0,0,.273,.344,.455,B. Harper1B,4,1,1,1,0,1,0,.263,.404,.500
K. StowersRF,1,1,0,0,0,1,1,.284,.380,.403,K. SchwarberLF,4,1,1,1,0,1,1,.284,.436,.608
aD. MyersPH-CF,3,2,2,3,1,0,0,.324,.342,.459,N. CastellanosDH,3,0,0,1,0,1,1,.307,.361,.507
M. Mervis1B,3,1,0,0,0,1,0,.224,.304,.592,M. KeplerRF,5,0,2,2,0,0,2,.231,.315,.354
O. Lopez2B,2,0,0,0,0,0,0,.236,.321,.389,J.T. RealmutoC,5,0,2,0,0,0,1,.231,.315,.338
bJ. SanojaPH-LF,3,0,1,0,0,0,0,.306,.342,.333,A. Bohm3B,4,2,2,0,0,0,0,.193,.212,.253
G. ConineLF,3,0,1,2,0,0,1,.281,.352,.438,J. RojasCF,5,3,3,1,0,0,1,.345,.406,.414
C. NorbyPR-3B,2,2,0,0,0,0,0,.182,.182,.182,team,40,11,18,11,0,4,7,,,
G. Pauley3B-2B,5,1,3,1,0,0,0,.231,.268,.327,,,,,,,,,,,
L. HicksC,5,1,4,4,1,0,0,.250,.333,.364,,,,,,,,,,,
team,42,10,15,10,2,3,2,,,,,,,,,,,,,,
J. India3B,4,0,3,0,0,0,1,.219,.329,.274,K. CarpenterLF,4,1,1,0,0,0,0,.290,.315,.551
B. Witt Jr.SS,4,0,1,0,0,0,0,.310,.379,.488,S. Torkelson1B,3,1,1,3,1,1,1,.289,.391,.658
V. Pasquantino1B,4,0,0,0,0,0,0,.192,.264,.333,Z. McKinstryRF,2,0,1,0,0,1,0,.262,.387,.393
S. PerezDH,4,0,0,0,0,0,1,.193,.247,.313,R. GreeneDH,4,0,0,0,0,0,0,.238,.274,.400
M. GarciaRF,4,0,0,0,0,0,0,.261,.333,.406,D. DinglerC,4,0,1,0,0,0,0,.302,.315,.509
M. Massey2B,4,0,0,0,0,0,0,.197,.225,.237,C. Keith2B,3,0,0,0,0,0,1,.169,.319,.203
D. WatersLF,2,0,0,0,0,2,1,.160,.222,.200,A. Ibanez2B,0,0,0,0,0,0,0,.171,.256,.371
F. FerminC,4,1,2,1,1,0,0,.214,.267,.321,T. SweeneySS,2,0,0,0,0,1,0,.220,.292,.339
T. TolbertPR,0,0,0,0,0,0,0,.000,.000,.000,J. Baez3B,3,1,1,0,0,0,1,.269,.309,.327
K. IsbelCF,4,0,0,0,0,0,0,.214,.228,.339,R. KreidlerCF,3,0,0,0,0,0,2,.108,.195,.108
team,34,1,6,1,1,2,3,,,,team,28,3,5,3,1,3,5,,,
C. CarrollRF,4,1,3,1,1,1,1,.341,.414,.682,I. HappLF,2,1,0,0,0,2,0,.247,.339,.351
G. PerdomoSS,4,0,0,0,0,1,1,.306,.413,.472,K. TuckerRF,4,1,1,2,0,0,1,.315,.413,.641
P. SmithDH,2,0,0,0,0,2,1,.392,.500,.706,S. SuzukiDH,4,1,1,2,1,0,1,.282,.367,.564
J. Naylor1B,4,0,0,0,0,0,1,.316,.396,.544,M. Busch1B,4,1,2,2,1,0,1,.316,.381,.618
E. Suarez3B,4,0,0,0,0,0,2,.145,.253,.421,D. SwansonSS,4,0,2,0,0,0,2,.185,.232,.359
A. ThomasCF,3,0,0,0,0,0,2,.292,.364,.438,N. Hoerner2B,4,0,0,0,0,0,1,.307,.354,.360
G. MorenoC,3,0,0,0,0,1,1,.220,.328,.240,P. Crow-ArmstrongCF,4,0,1,0,0,0,1,.270,.323,.483
J. McCarthyLF,4,0,0,0,0,0,0,.073,.170,.098,M. AmayaC,3,1,0,0,0,1,1,.265,.288,.449
T. Tawa2B,4,1,1,1,1,0,1,.217,.321,.522,J. Berti3B,3,1,1,0,0,0,0,.250,.357,.250
team,32,2,4,2,2,5,10,,,,team,32,6,8,6,2,3,8,,,
M. MastrobuoniRF,2,0,0,0,0,0,0,.286,.394,.286,B. BichetteSS,5,0,2,1,0,1,1,.308,.354,.396
aJ. RodriguezPH-CF,3,0,1,0,0,0,1,.185,.305,.358,V. Guerrero Jr.1B,4,1,2,0,0,2,2,.291,.387,.392
J. PolancoDH,3,0,0,0,0,0,0,.346,.352,.558,A. SantanderRF-LF-RF,6,1,1,1,0,0,1,.217,.290,.337
bM. GarverPH-DH,2,0,1,0,0,0,1,.172,.333,.172,A. Gimenez2B,6,1,3,0,0,0,1,.215,.300,.380
L. RivasPR-DH,0,0,0,0,0,1,0,.111,.385,.111,G. SpringerDH,5,0,0,1,0,1,2,.351,.415,.561
C. RaleighC,3,1,2,2,0,3,0,.247,.351,.593,A. KirkC,5,0,1,1,0,0,1,.246,.288,.328
R. ArozarenaLF,6,1,1,1,0,0,3,.200,.362,.440,A. RodenLF-CF-LF,5,0,0,0,0,0,2,.232,.308,.339
L. RaleyCF-RF,3,1,0,0,0,3,1,.167,.308,.315,E. Clement3B,5,1,3,0,0,0,1,.229,.283,.271
R. Tellez1B,6,1,1,4,1,0,2,.140,.191,.372,M. StrawCF,2,0,0,0,0,0,1,.333,.389,.485
D. Moore2B,6,0,1,0,0,0,1,.308,.368,.558,aA. BargerPH-RF,1,0,0,0,0,0,0,.000,.000,.000
B. Williamson3B,6,2,2,1,1,0,1,.250,.250,.450,bN. LukesPH-CF,0,0,0,0,0,0,0,.167,.310,.208
J.P. CrawfordSS,4,2,1,0,0,1,1,.213,.377,.246,team,44,4,12,4,0,4,12,,,
team,44,8,10,8,2,8,11,,,,,,,,,,,,,,
T. FriedlCF,4,0,4,2,0,1,0,.307,.361,.387,C. MullinsCF,3,2,1,1,1,2,1,.290,.443,.661
M. McLain2B,5,0,0,0,0,0,2,.182,.308,.477,G. HendersonSS,3,2,2,2,1,2,0,.245,.286,.472
E. De La CruzSS,4,1,1,0,0,1,1,.241,.308,.422,A. RutschmanC,4,0,0,0,0,1,1,.192,.289,.342
A. HaysLF,5,1,2,1,1,0,2,.364,.391,.773,R. O'Hearn1B,4,0,1,1,0,0,1,.320,.404,.560
G. LuxDH,3,0,2,1,0,2,0,.308,.400,.385,T. O'NeillRF,4,1,1,1,0,1,2,.246,.323,.439
S. Espinal3B,4,0,1,0,0,1,0,.275,.351,.333,H. KjerstadLF,0,0,0,0,0,0,0,.261,.300,.500
J. FraleyRF,2,2,1,1,1,3,1,.245,.327,.429,R. LaureanoLF,4,2,2,3,2,0,1,.190,.227,.619
J. Candelario1B,4,0,1,0,0,1,1,.130,.228,.246,J. WestburgDH,5,1,1,1,1,0,1,.176,.243,.353
J. TrevinoC,5,1,1,0,0,0,0,.318,.375,.500,J. Holliday2B,3,0,1,0,0,1,0,.228,.254,.386
team,36,5,13,5,2,9,7,,,,R. Urias3B,4,1,2,0,0,0,0,.349,.420,.395
,,,,,,,,,,,team,34,9,11,9,5,7,7,,,
S. KwanLF,4,0,2,1,0,0,0,.329,.384,.468,O. CruzDH,3,0,1,0,0,1,0,.234,.363,.500
N. JonesRF,3,0,2,0,0,1,0,.174,.309,.261,B. ReynoldsRF,4,0,1,0,0,0,1,.224,.295,.376
G. Arias2B,0,0,0,0,0,0,0,.279,.338,.508,K. Hayes3B,4,0,1,0,0,0,2,.197,.269,.282
J. Ramirez3B,3,0,1,1,0,0,0,.269,.329,.507,E. Valdez1B,3,0,1,0,0,1,0,.239,.340,.457
K. ManzardoDH,4,1,1,1,1,0,2,.194,.316,.500,T. PhamLF,4,0,0,0,0,0,1,.127,.233,.159
C. Santana1B,4,0,0,0,0,0,2,.247,.314,.351,A. Frazier2B,4,0,1,0,0,0,1,.206,.239,.286
B. NaylorC,3,0,1,0,0,1,0,.222,.321,.378,J. TrioloSS,3,0,1,0,0,0,0,.148,.207,.222
A. MartinezCF-RF,4,0,1,0,0,0,1,.360,.346,.520,J. SuwinskiCF,2,0,0,0,0,0,0,.128,.244,.154
D. Schneemann2B,2,1,1,0,0,0,0,.219,.286,.469,aA. CanarioPH-CF,1,0,0,0,0,0,1,.100,.217,.250
aL. ThomasPH-CF,2,0,0,0,0,0,2,.156,.188,.178,H. DavisC,3,0,0,0,0,0,1,.150,.150,.300
B. RocchioSS,3,1,0,0,0,1,1,.220,.293,.260,team,31,0,6,0,0,2,7,,,
team,32,3,9,3,1,3,8,,,,,,,,,,,,,,
L. NootbaarRF,3,0,0,0,0,1,1,.253,.391,.413,F. LindorSS,4,0,0,0,0,0,1,.250,.308,.375
W. Contreras1B,3,0,1,0,0,1,0,.152,.212,.241,J. SotoRF,4,1,2,1,0,0,0,.240,.374,.413
B. DonovanLF,4,0,0,0,0,0,0,.361,.393,.542,P. Alonso1B,4,1,2,2,1,0,0,.356,.467,.753
N. Arenado3B,2,0,0,0,0,1,1,.288,.395,.452,M. Vientos3B,2,0,0,0,0,0,0,.167,.259,.306
A. BurlesonDH,3,0,0,0,0,1,0,.250,.308,.300,B. Baty3B,1,0,0,0,0,1,0,.213,.245,.319
T. SaggeseSS,4,0,2,0,0,0,1,.433,.419,.633,S. MarteDH,4,0,1,0,0,0,1,.184,.273,.316
N. Gorman2B,4,0,0,0,0,0,3,.217,.321,.435,B. NimmoLF,4,0,1,0,0,0,2,.200,.253,.388
Y. PozoC,4,0,0,0,0,0,0,.316,.350,.579,L. TorrensC,3,0,0,0,0,0,2,.240,.269,.420
V. Scott IICF,2,0,0,0,0,0,0,.242,.311,.348,L. Acuna2B,3,1,1,0,0,0,1,.268,.348,.366
aL. BakerPH,0,0,0,0,0,1,0,.250,.344,.321,J. AzocarCF,3,0,1,0,0,0,0,.333,.333,.333
M. SianiPR-CF,0,0,0,0,0,0,0,.200,.250,.200,team,32,3,8,3,1,1,7,,,
team,29,0,3,0,0,5,6,,,,,,,,,,,,,,
T. Edman2B,4,0,0,0,0,0,1,.274,.311,.571,M. Semien2B,4,0,1,0,0,0,0,.147,.207,.200
M. BettsSS,4,1,1,0,0,0,1,.254,.361,.451,C. SeagerSS,3,0,0,0,0,1,1,.304,.368,.507
F. Freeman1B,4,1,1,2,1,0,2,.297,.381,.703,J. Smith1B,3,1,1,0,0,1,1,.341,.438,.512
T. HernándezRF,4,0,0,0,0,0,2,.250,.275,.487,A. GarcíaRF,4,1,1,2,1,0,1,.229,.304,.471
M. ConfortoLF,4,1,1,0,0,0,0,.203,.346,.359,J. PedersonDH,2,0,0,0,0,0,1,.055,.148,.073
C. TaylorLF,0,0,0,0,0,0,0,.250,.250,.250,aJ. BurgerPH-DH,1,0,0,0,0,0,0,.188,.224,.313
W. SmithC,3,0,0,0,0,1,1,.327,.435,.491,J. Jung3B,3,0,0,0,0,0,0,.304,.304,.500
M. Muncy3B,3,0,1,1,0,0,2,.203,.307,.281,D. HarrisLF,2,1,0,0,0,1,1,.353,.389,.647
E. RosarioDH,2,0,1,0,0,0,0,.250,.250,.250,K. HigashiokaC,3,1,2,2,1,0,1,.278,.316,.444
aE. HernándezPH-DH,1,0,1,0,0,0,0,.140,.200,.400,L. TaverasCF,3,0,0,0,0,0,1,.200,.213,.250
